                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    462,                 1.2967,                0.89098,                0.97203,                0.41094,                0.32656,                0.32095,                0.18865,                 1.3599,                 1.0012,                  1.017,              0.0008722,              0.0008722,              0.0008722
                    463,                 1.2983,                0.89382,                0.97052,                 0.4111,                0.32649,                0.32089,                0.18866,                 1.3597,                 1.0015,                 1.0171,              0.0008524,              0.0008524,              0.0008524
                    464,                 1.2973,                0.88993,                0.96862,                0.41081,                0.32837,                0.32092,                0.18853,                 1.3596,                 1.0014,                 1.0171,              0.0008326,              0.0008326,              0.0008326
                    465,                 1.2955,                0.89105,                0.97234,                0.41035,                0.32702,                0.32111,                0.18874,                 1.3595,                 1.0012,                  1.017,              0.0008128,              0.0008128,              0.0008128
                    466,                 1.2907,                0.88847,                0.97151,                0.40954,                0.32641,                  0.321,                0.18854,                 1.3599,                 1.0015,                 1.0171,               0.000793,               0.000793,               0.000793
                    467,                 1.2955,                0.89316,                0.97168,                0.41255,                0.32932,                0.32092,                0.18854,                 1.3597,                 1.0012,                  1.017,              0.0007732,              0.0007732,              0.0007732
                    468,                 1.2958,                0.88908,                0.96878,                0.41254,                0.32938,                0.32096,                0.18844,                   1.36,                 1.0014,                 1.0171,              0.0007534,              0.0007534,              0.0007534
                    469,                 1.2947,                0.88673,                0.97058,                0.41325,                0.32844,                0.32076,                0.18851,                 1.3603,                 1.0014,                 1.0172,              0.0007336,              0.0007336,              0.0007336
                    470,                 1.2883,                0.88852,                0.96894,                0.41294,                0.32855,                0.32095,                0.18839,                 1.3602,                 1.0016,                 1.0172,              0.0007138,              0.0007138,              0.0007138
                    471,                 1.2912,                0.88836,                0.96854,                0.41328,                0.32866,                0.32094,                0.18845,                 1.3604,                 1.0015,                 1.0172,               0.000694,               0.000694,               0.000694
                    472,                 1.2953,                0.88999,                 0.9702,                0.41328,                0.32895,                  0.321,                0.18858,                 1.3604,                 1.0014,                 1.0172,              0.0006742,              0.0006742,              0.0006742
                    473,                 1.2955,                0.88343,                0.96969,                0.41263,                 0.3303,                0.32089,                0.18839,                 1.3603,                 1.0012,                 1.0172,              0.0006544,              0.0006544,              0.0006544
                    474,                 1.2904,                0.88231,                0.96821,                0.41283,                0.32857,                  0.321,                0.18836,                 1.3606,                 1.0014,                 1.0172,              0.0006346,              0.0006346,              0.0006346
                    475,                  1.281,                0.87851,                0.96709,                0.41052,                0.32717,                0.32106,                0.18834,                 1.3604,                 1.0013,                 1.0172,              0.0006148,              0.0006148,              0.0006148
                    476,                 1.2858,                0.87977,                0.96897,                 0.4086,                0.32797,                0.32098,                0.18834,                 1.3604,                 1.0008,                 1.0172,               0.000595,               0.000595,               0.000595
                    477,                 1.2909,                0.88088,                 0.9694,                0.40893,                0.32798,                0.32068,                 0.1883,                 1.3606,                 1.0011,                 1.0173,              0.0005752,              0.0005752,              0.0005752
                    478,                 1.2916,                0.88151,                0.96849,                0.41024,                0.32768,                0.32091,                0.18829,                 1.3607,                  1.001,                 1.0173,              0.0005554,              0.0005554,              0.0005554
                    479,                  1.293,                0.88273,                0.96755,                0.40982,                0.32778,                0.32091,                0.18841,                 1.3609,                 1.0009,                 1.0174,              0.0005356,              0.0005356,              0.0005356
                    480,                 1.2935,                0.88592,                0.96838,                0.40968,                0.32758,                0.32077,                0.18831,                 1.3608,                 1.0004,                 1.0174,              0.0005158,              0.0005158,              0.0005158
                    481,                 1.2885,                0.88343,                0.97002,                0.40881,                0.32804,                0.32071,                0.18823,                 1.3607,                 1.0004,                 1.0174,               0.000496,               0.000496,               0.000496
                    482,                 1.2894,                0.87809,                0.96786,                0.40834,                0.32829,                0.32091,                0.18839,                 1.3606,                0.99999,                 1.0174,              0.0004762,              0.0004762,              0.0004762
                    483,                 1.2915,                0.88157,                0.96885,                0.40797,                0.32843,                0.32096,                0.18842,                 1.3608,                0.99988,                 1.0173,              0.0004564,              0.0004564,              0.0004564
                    484,                 1.2807,                0.87298,                0.96727,                0.40783,                0.32854,                0.32088,                0.18846,                 1.3607,                0.99959,                 1.0173,              0.0004366,              0.0004366,              0.0004366
                    485,                 1.2777,                0.87855,                0.96467,                0.40876,                0.32923,                0.32111,                 0.1884,                 1.3608,                0.99945,                 1.0172,              0.0004168,              0.0004168,              0.0004168
                    486,                 1.2884,                0.88179,                0.96926,                0.40994,                0.32878,                 0.3211,                 0.1885,                 1.3608,                0.99953,                 1.0172,               0.000397,               0.000397,               0.000397
                    487,                 1.2866,                0.87819,                0.96718,                 0.4098,                0.32891,                0.32145,                0.18859,                 1.3608,                0.99937,                 1.0172,              0.0003772,              0.0003772,              0.0003772
                    488,                 1.2783,                0.87421,                0.96709,                0.40979,                0.32898,                0.32157,                0.18853,                 1.3605,                0.99899,                 1.0171,              0.0003574,              0.0003574,              0.0003574
                    489,                 1.2831,                 0.8747,                0.96645,                0.41186,                0.32745,                0.32127,                0.18855,                 1.3608,                0.99898,                 1.0172,              0.0003376,              0.0003376,              0.0003376
                    490,                  1.287,                0.87705,                0.96815,                0.41396,                 0.3269,                0.32122,                0.18846,                 1.3605,                0.99875,                 1.0171,              0.0003178,              0.0003178,              0.0003178
                    491,                 1.2678,                0.84951,                0.97707,                0.41425,                0.32682,                0.32136,                0.18848,                 1.3604,                 0.9989,                  1.017,               0.000298,               0.000298,               0.000298
                    492,                 1.2578,                0.83886,                0.97438,                0.41427,                0.32673,                 0.3214,                0.18857,                 1.3604,                0.99874,                  1.017,              0.0002782,              0.0002782,              0.0002782
                    493,                 1.2587,                0.83965,                0.97168,                0.41868,                0.32474,                 0.3215,                0.18861,                 1.3602,                0.99858,                 1.0169,              0.0002584,              0.0002584,              0.0002584
                    494,                 1.2567,                0.83988,                0.97509,                0.42114,                0.32432,                0.32141,                 0.1886,                 1.3606,                0.99888,                 1.0171,              0.0002386,              0.0002386,              0.0002386
                    495,                 1.2573,                0.83848,                0.97316,                0.42112,                0.32414,                0.32133,                0.18858,                 1.3606,                0.99878,                  1.017,              0.0002188,              0.0002188,              0.0002188
                    496,                  1.252,                0.83257,                0.97261,                0.42333,                0.32319,                0.32188,                 0.1889,                 1.3605,                  0.999,                  1.017,               0.000199,               0.000199,               0.000199
                    497,                 1.2514,                0.83255,                0.97173,                0.42347,                0.32339,                0.32178,                0.18882,                 1.3605,                0.99873,                 1.0169,              0.0001792,              0.0001792,              0.0001792
                    498,                 1.2542,                0.83271,                0.97217,                0.42318,                0.32311,                0.32188,                0.18898,                 1.3605,                0.99868,                 1.0169,              0.0001594,              0.0001594,              0.0001594
                    499,                  1.253,                0.83233,                0.97182,                0.42295,                0.32306,                0.32201,                  0.189,                 1.3607,                0.99888,                  1.017,              0.0001396,              0.0001396,              0.0001396
                    500,                 1.2516,                0.83173,                0.97083,                0.42445,                 0.3223,                0.32224,                0.18911,                 1.3606,                 0.9985,                 1.0169,              0.0001198,              0.0001198,              0.0001198
